BlockId,Predicted_Label,Features,TimeInterval,Latency
blk_8372855870911322126,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 0.0, 0.0, 37.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 39151.0, 0.0, 0.0, 55.0, 277.0, 14.0, 159.0]",39693
blk_2884813675120864357,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E25', 'E18', 'E5', 'E26', 'E26', 'E16', 'E6', 'E21', 'E4', 'E3', 'E4', 'E2', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 53.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.0, 3.0, 0.0, 7.0, 5.0, 0.0, 0.0, 4.0, 7372.0, 36.0, 18.0, 20440.0, 9231.0, 0.0, 0.0, 226.0, 35.0, 21.0]",37491
blk_1888344106553545398,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E11', 'E9', 'E9', 'E11', 'E9', 'E27', 'E26', 'E26', 'E26', 'E4', 'E3', 'E4', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 46.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4003.0, 15.0, 136.0, 42562.0, 0.0, 0.0, 299.0, 53.0, 17.0]",47131
blk_2994936299752598637,Fail,"['E5', 'E22', 'E5', 'E7']","[0.0, 1.0, 2.0]",3
blk_5783242656247601500,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E25', 'E18', 'E5', 'E16', 'E6', 'E26', 'E26', 'E21', 'E23', 'E23', 'E23', 'E23', 'E20', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 51.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7071.0, 26.0, 1.0, 25.0, 0.0, 0.0, 1093.0, 10.0, 1948.0, 0.0, 0.0, 0.0, 167.0, 12.0, 1.0, 127.0]",10532
blk_-8145673189053682199,Fail,"['E5', 'E22', 'E5', 'E7']","[0.0, 2.0, 5.0]",7
blk_283901678262769199,Fail,"['E22', 'E5', 'E5', 'E7']","[1.0, 0.0, 4.0]",5
blk_404115376954829209,Fail,"['E22', 'E5']",[0.0],0
blk_3377902161714457045,Fail,"['E5', 'E22']",[0.0],0
blk_7770299812845444097,Fail,"['E22', 'E5']",[0.0],0
blk_8143778072848007063,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E3', 'E3', 'E4', 'E3', 'E4', 'E3', 'E4', 'E3', 'E3', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 0.0, 1.0, 28.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12379.0, 240.0, 11.0, 7118.0, 16.0, 22.0, 4058.0, 1.0, 27.0, 7423.0, 0.0, 0.0, 228.0, 203.0, 58.0, 330.0]",32143
blk_5434505515232753045,Fail,"['E5', 'E5', 'E22', 'E7']","[0.0, 0.0, 2.0]",2
blk_7048121994059351485,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E3', 'E3', 'E4', 'E3', 'E3', 'E4', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 0.0, 1.0, 47.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 24195.0, 105.0, 145.0, 24840.0, 98.0, 19.0, 1423.0, 0.0, 0.0, 66.0, 90.0, 4.0, 1.0]",51034
blk_7342620588561404210,Fail,"['E22', 'E5', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E25', 'E18', 'E5', 'E26', 'E6', 'E16', 'E26', 'E21', 'E2', 'E4', 'E3', 'E4', 'E2', 'E2', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 26.0, 0.0, 0.0, 0.0, 0.0, 0.0, 43.0, 164.0, 141.0, 1.0, 1.0, 39.0, 0.0, 0.0, 25.0, 10.0, 6623.0, 971.0, 15.0, 57.0, 594.0, 6493.0, 22396.0, 0.0, 0.0, 244.0, 12.0, 33.0]",37888
blk_8520286286742880038,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 1.0, 0.0, 33.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 10960.0, 0.0, 0.0, 52.0, 127.0, 4.0, 14.0]",11192
blk_7588386732289774030,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E23', 'E23', 'E23', 'E21', 'E21', 'E28', 'E26', 'E21']","[0.0, 1.0, 0.0, 54.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 39414.0, 0.0, 0.0, 315.0, 89.0, 487.0, 0.0, 21.0]",40381
blk_6647419488493416397,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E27', 'E3', 'E4', 'E3', 'E4', 'E3', 'E3', 'E4', 'E3', 'E3', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 13189.0, 86.0, 2171.0, 3904.0, 2.0, 272.0, 3809.0, 14.0, 261.0, 7018.0, 0.0, 0.0, 345.0, 34.0, 30.0]",31157
blk_-3554865067284746547,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E26', 'E26', 'E11', 'E9', 'E25', 'E11', 'E9', 'E26', 'E18', 'E5', 'E16', 'E6', 'E26', 'E21', 'E23', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 4.0, 0.0, 0.0, 2.0, 381.0, 0.0, 0.0, 0.0, 10.0, 2.0, 18.0, 1.0]",433
blk_9120453351656744501,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E11', 'E9', 'E26', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 2.0, 0.0, 46.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 7266.0, 0.0, 0.0, 31.0, 131.0, 14.0, 35.0]",7526
blk_550770225128419218,Fail,"['E22', 'E5', 'E5', 'E7']","[0.0, 0.0, 4.0]",4
blk_-8022522760077409920,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E4', 'E4', 'E3', 'E2', 'E2', 'E2', 'E23', 'E23', 'E23', 'E21', 'E21', 'E28', 'E26', 'E21']","[0.0, 0.0, 1.0, 41.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3124.0, 33.0, 30.0, 35185.0, 829.0, 7547.0, 2269.0, 0.0, 0.0, 212.0, 26.0, 694.0, 0.0, 59.0]",50050
blk_2595953429808446226,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E25', 'E18', 'E5', 'E6', 'E16', 'E26', 'E26', 'E23', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 26.0, 0.0, 0.0, 0.0, 0.0, 0.0, 93.0, 1.0, 1589.0, 2.0, 0.0, 23.0, 0.0, 0.0, 34.0, 5789.0, 0.0, 0.0, 0.0, 159.0, 3.0, 4.0, 19.0]",7742
blk_704713868087249375,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E11', 'E9', 'E3', 'E3', 'E4', 'E25', 'E18', 'E5', 'E16', 'E6', 'E26', 'E26', 'E21', 'E2', 'E25', 'E18', 'E5', 'E6', 'E16', 'E26', 'E26', 'E21', 'E3', 'E4', 'E3', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 21497.0, 96.0, 74.0, 11877.0, 25.0, 1.0, 23.0, 0.0, 0.0, 339.0, 6.0, 3175.0, 334.0, 30.0, 1.0, 73.0, 0.0, 0.0, 214.0, 16.0, 8661.0, 78.0, 43.0, 5924.0, 0.0, 0.0, 141.0, 6.0, 31.0]",52756
blk_8555801167998062634,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 4.0, 0.0, 28.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5354.0, 0.0, 0.0, 14.0, 124.0, 13.0, 7.0]",5544
blk_-390194660933089340,Fail,"['E5', 'E5', 'E22', 'E7']","[0.0, 0.0, 3.0]",3
blk_6988482682277639827,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E27', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 1.0, 0.0, 34.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 20496.0, 0.0, 0.0, 227.0, 20.0, 83.0]",20864
blk_9015011368271454247,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3553.0, 0.0, 0.0, 45.0, 120.0, 35.0, 286.0]",4060
blk_-8827998855493041948,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E25', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E18', 'E26', 'E6', 'E5', 'E16', 'E21', 'E3', 'E2', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 4.0, 4879.0, 6728.0, 23242.0, 0.0, 0.0, 63.0, 52.0, 0.0]",34976
blk_243548514812979804,Fail,"['E22', 'E5']",[0.0],0
blk_-8869316677667982655,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E25', 'E18', 'E5', 'E6', 'E16', 'E26', 'E26', 'E21', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 2.0, 0.0, 28.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3647.0, 2.0, 0.0, 41.0, 0.0, 0.0, 226.0, 5.0, 2701.0, 0.0, 0.0, 52.0, 20.0, 228.0]",6952
blk_-7161167009204535995,Fail,"['E5', 'E5', 'E22', 'E5', 'E13', 'E13', 'E11', 'E9', 'E13', 'E11', 'E9', 'E26', 'E11', 'E9', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 2.0, 15.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 339.0, 0.0, 0.0, 3.0, 6.0, 20.0]",387
blk_5436005453925091558,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E26', 'E11', 'E9', 'E3', 'E4', 'E3', 'E3', 'E4', 'E3', 'E3', 'E3', 'E4', 'E23', 'E23', 'E23', 'E21', 'E21', 'E28', 'E26', 'E21']","[1.0, 0.0, 1.0, 52.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 10349.0, 21.0, 104.0, 9639.0, 18.0, 27.0, 4049.0, 27.0, 8.0, 7765.0, 0.0, 0.0, 467.0, 11.0, 471.0, 0.0, 509.0]",33520
blk_2568027519390507030,Fail,"['E5', 'E5', 'E22', 'E5', 'E13', 'E11', 'E9', 'E13', 'E11', 'E9', 'E13', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6790.0, 0.0, 0.0, 262.0, 11.0, 15.0]",7082
blk_7530088662639317478,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E26', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E20', 'E21']","[0.0, 1.0, 0.0, 54.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10017.0, 0.0, 0.0, 33.0, 26.0, 117.0, 25.0, 41.0]",10315
blk_97286877753308139,Fail,"['E5', 'E5', 'E22', 'E7']","[0.0, 0.0, 4.0]",4
blk_-8678374522802152730,Fail,"['E5', 'E5', 'E22', 'E5', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E11', 'E11', 'E9', 'E4', 'E3', 'E3', 'E25', 'E18', 'E5', 'E6', 'E16', 'E26', 'E26', 'E21', 'E18', 'E25', 'E5', 'E6', 'E16', 'E26', 'E26', 'E21', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 27597.0, 3.0, 247.0, 3081.0, 1.0, 2.0, 32.0, 0.0, 0.0, 599.0, 5.0, 3264.0, 0.0, 1.0, 37.0, 0.0, 0.0, 424.0, 5.0, 14594.0, 0.0, 0.0, 33.0, 6.0, 28.0]",49973
blk_5678483308337211471,Fail,"['E22', 'E5', 'E5', 'E5', 'E14', 'E7', 'E11', 'E10', 'E14', 'E7', 'E8', 'E11', 'E14', 'E7', 'E11', 'E10']","[0.0, 0.0, 0.0, 4235.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4235
blk_-3072320712427556341,Fail,"['E22', 'E5', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E11', 'E9', 'E3', 'E3', 'E4', 'E2', 'E25', 'E18', 'E5', 'E6', 'E16', 'E26', 'E26', 'E21', 'E5', 'E18', 'E25', 'E6', 'E16', 'E26', 'E26', 'E21', 'E3', 'E3', 'E4', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 1.0, 0.0, 33.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18496.0, 47.0, 142.0, 14372.0, 497.0, 14.0, 1.0, 44.0, 0.0, 1.0, 568.0, 8.0, 3261.0, 0.0, 0.0, 34.0, 0.0, 0.0, 428.0, 9.0, 5624.0, 116.0, 21.0, 8805.0, 0.0, 0.0, 150.0, 1.0, 10.0]",52684
blk_-7594976866493982303,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E26', 'E11', 'E9', 'E3', 'E3', 'E4', 'E3', 'E3', 'E4', 'E3', 'E3', 'E4', 'E3', 'E3', 'E4', 'E23', 'E23', 'E23', 'E21', 'E21', 'E28', 'E26', 'E21']","[0.0, 0.0, 0.0, 26.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 7489.0, 265.0, 179.0, 12776.0, 28.0, 17.0, 4069.0, 2.0, 53.0, 4648.0, 52.0, 54.0, 3421.0, 0.0, 0.0, 210.0, 16.0, 728.0, 0.0, 70.0]",34104
blk_6482352603916403152,Fail,"['E22', 'E5', 'E5', 'E5', 'E11', 'E9', 'E26', 'E11', 'E9', 'E26', 'E26', 'E11', 'E9', 'E3', 'E4', 'E3', 'E25', 'E5', 'E18', 'E16', 'E6', 'E26', 'E26', 'E21', 'E25', 'E5', 'E18', 'E6', 'E16', 'E26', 'E26', 'E21', 'E3', 'E4', 'E3', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 1.0, 1.0, 61.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22630.0, 104.0, 30.0, 8864.0, 44.0, 0.0, 47.0, 0.0, 0.0, 297.0, 9.0, 3539.0, 29.0, 0.0, 31.0, 0.0, 0.0, 225.0, 11.0, 11690.0, 257.0, 14.0, 2756.0, 0.0, 0.0, 174.0, 36.0, 6.0]",50857
blk_8717072267468231918,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E3', 'E3', 'E4', 'E3', 'E3', 'E4', 'E3', 'E3', 'E4', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 1.0, 2.0, 28.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 10635.0, 90.0, 158.0, 9622.0, 5.0, 17.0, 4066.0, 9.0, 16.0, 7768.0, 0.0, 0.0, 78.0, 312.0, 56.0, 4.0]",32868
blk_6463083540789274628,Fail,"['E22', 'E5']",[0.0],0
blk_-3962369767995064351,Fail,"['E5', 'E22']",[0.0],0
blk_-708742962317699546,Fail,"['E22', 'E5', 'E5', 'E7']","[0.0, 1.0, 3.0]",4
blk_7638833065173365892,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E20']","[0.0, 1.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9882.0, 0.0, 0.0, 108.0, 61.0, 29.0, 2.0]",10123
blk_2873950023833424461,Fail,"['E5', 'E5', 'E5', 'E22', 'E13', 'E11', 'E9', 'E13', 'E11', 'E9', 'E13', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10733.0, 0.0, 0.0, 173.0, 1.0, 6.0]",10915
blk_1109512175175699137,Fail,"['E5', 'E22']",[0.0],0
blk_5443529792010270158,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E27', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 1.0, 39.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 9587.0, 0.0, 0.0, 166.0, 10.0, 2.0]",9810
blk_5662286138876005236,Fail,"['E22', 'E5', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E25', 'E18', 'E5', 'E26', 'E6', 'E16', 'E26', 'E21', 'E2', 'E4', 'E4', 'E3', 'E2', 'E2', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 1.0, 0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 19.0, 459.0, 2.0, 1.0, 21.0, 0.0, 0.0, 41.0, 20.0, 7231.0, 171.0, 0.0, 7.0, 861.0, 842.0, 27802.0, 0.0, 0.0, 229.0, 29.0, 3.0]",37769
blk_-5260566652773942600,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E11', 'E9', 'E4', 'E3', 'E25', 'E18', 'E5', 'E6', 'E16', 'E26', 'E26', 'E21', 'E25', 'E18', 'E5', 'E6', 'E16', 'E26', 'E26', 'E21', 'E4', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 3.0, 83.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 19044.0, 11915.0, 2970.0, 2.0, 1.0, 7.0, 0.0, 0.0, 624.0, 3.0, 3266.0, 1.0, 1.0, 11.0, 0.0, 0.0, 449.0, 5.0, 5815.0, 8755.0, 0.0, 0.0, 97.0, 17.0, 38.0]",53107
blk_4885736256823711033,Fail,"['E22', 'E5', 'E5', 'E7']","[0.0, 0.0, 3.0]",3
blk_8955065764529527487,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E11', 'E9', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E27', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21']","[0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 1.0, 23666.0, 0.0, 0.0, 273.0, 14.0, 36.0]",24023
blk_7689982531196174133,Fail,"['E22', 'E5']",[0.0],0
blk_7022919126815785613,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E20']","[0.0, 0.0, 0.0, 35.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 8479.0, 0.0, 0.0, 107.0, 68.0, 7.0, 7.0]",8704
blk_7534533660812792996,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E11', 'E9', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 0.0, 0.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 200.0, 0.0, 0.0, 47.0, 135.0, 10.0, 71.0]",480
blk_-4947716515634989708,Fail,"['E5', 'E22']",[0.0],0
blk_100729861999205408,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E20']","[0.0, 0.0, 0.0, 19.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 232.0, 0.0, 0.0, 2.0, 2.0, 15.0, 2.0]",272
blk_6911226572869900396,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E11', 'E9', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 0.0, 0.0, 35.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1610.0, 0.0, 0.0, 89.0, 57.0, 22.0, 23.0]",1837
blk_7724118262756353208,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 0.0, 0.0, 33.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20627.0, 0.0, 0.0, 30.0, 285.0, 10.0, 55.0]",21040
blk_7277913897865642121,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E9', 'E26', 'E26', 'E26', 'E11', 'E3', 'E4', 'E3', 'E3', 'E3', 'E4', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 1.0, 1.0, 53.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 17053.0, 45.0, 2.0, 24870.0, 165.0, 28.0, 10909.0, 0.0, 0.0, 83.0, 72.0, 20.0, 5.0]",53309
blk_-166979451942086989,Fail,"['E22', 'E5']",[0.0],0
blk_7378276846645441433,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E20', 'E20']","[0.0, 0.0, 0.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23124.0, 0.0, 0.0, 25.0, 4.0, 279.0, 1.0, 6.0]",23454
blk_-5804744968123045157,Fail,"['E5', 'E22']",[0.0],0
blk_4262410426213898065,Fail,"['E5', 'E22', 'E5', 'E7']","[0.0, 1.0, 3.0]",4
blk_267102068547234626,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E20']","[0.0, 1.0, 0.0, 42.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 291.0, 0.0, 0.0, 2.0, 1.0, 2.0, 266.0]",605
blk_7795426895580972821,Fail,"['E5', 'E5', 'E22', 'E5', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E2', 'E2', 'E23', 'E23', 'E23', 'E21', 'E21', 'E21', 'E20']","[0.0, 0.0, 1.0, 57.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 11459.0, 5229.0, 5712.0, 0.0, 0.0, 79.0, 171.0, 8.0, 1.0]",22718
blk_-1159287469209852763,Fail,"['E22', 'E5', 'E5', 'E5', 'E26', 'E26', 'E26', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E23', 'E23', 'E23', 'E21', 'E21', 'E28', 'E26', 'E21']","[0.0, 0.0, 0.0, 25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 36930.0, 0.0, 0.0, 241.0, 15.0, 640.0, 0.0, 251.0]",38102
blk_8945499297038111733,Fail,"['E5', 'E22', 'E5', 'E5', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E11', 'E9', 'E26', 'E23', 'E23', 'E23', 'E21', 'E21', 'E20', 'E21']","[0.0, 1.0, 0.0, 49.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 4315.0, 0.0, 0.0, 4.0, 142.0, 30.0, 48.0]",4590
blk_8129961643498538563,Fail,"['E5', 'E5', 'E5', 'E22', 'E11', 'E9', 'E11', 'E9', 'E11', 'E9', 'E26', 'E26', 'E26', 'E25', 'E18', 'E5', 'E6', 'E16', 'E26', 'E26', 'E21', 'E23', 'E23', 'E23', 'E23', 'E21', 'E20', 'E21', 'E21']","[0.0, 0.0, 0.0, 41.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5603.0, 21.0, 1.0, 22.0, 0.0, 0.0, 1059.0, 17.0, 1956.0, 0.0, 0.0, 0.0, 140.0, 44.0, 6.0, 158.0]",9068
